species	tissue_class	tissue_type	uberonongology_id	cancer_type	cell_type	cell_name	cellontology_id	marker	Symbol	GeneID	Genetype	Genename	UNIPROTID	technology_seq	marker_source	PMID	Title	journal	year
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Macrophage	CL_0000235	CD206	Mrc1	17533	protein_coding	"mannose receptor, C type 1"	Q2HZ94		Experiment	28947593	miR155 deficiency aggravates high-fat diet-induced adipose tissue fibrosis in male mice.	Physiological reports	2017
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Macrophage	CL_0000235	CD11c							Experiment	28947593	miR155 deficiency aggravates high-fat diet-induced adipose tissue fibrosis in male mice.	Physiological reports	2017
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Macrophage	CL_0000235	F4/80	Adgre1	13733	protein_coding	adhesion G protein-coupled receptor E1	Q3U9R0		Experiment	28947593	miR155 deficiency aggravates high-fat diet-induced adipose tissue fibrosis in male mice.	Physiological reports	2017
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Adipose-derived stem cell	CL_0000034	ALDH							Experiment	29104736	Aldehyde dehydrogenase activity helps identify a subpopulation of murine adipose-derived stem cells with enhanced adipogenic and osteogenic differentiation potential.	World journal of stem cells	2017
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Macrophage	CL_0000235	F4/80	Adgre1	13733	protein_coding	adhesion G protein-coupled receptor E1	Q3U9R0		Experiment	29391544	Adipocyte-specific expression of C-type natriuretic peptide suppresses lipid metabolism and adipocyte hypertrophy in adipose tissues in mice fed high-fat diet.	Scientific reports	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	M1 macrophage	CL_0000863	Nos2	Nos2	18126	protein_coding	"nitric oxide synthase 2, inducible"	A0A1L1STZ4		Experiment	29479319	High Fat Diet Attenuates the Anticontractile Activity of Aortic PVAT via a Mechanism Involving AMPK and Reduced Adiponectin Secretion.	Frontiers in physiology	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	M2 macrophage	CL_0000890	Chil3	Chil3	12655	protein_coding	chitinase-like 3	O35744		Experiment	29479319	High Fat Diet Attenuates the Anticontractile Activity of Aortic PVAT via a Mechanism Involving AMPK and Reduced Adiponectin Secretion.	Frontiers in physiology	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	M1 macrophage	CL_0000863	Il1b	Il1b	16176	protein_coding	interleukin 1 beta	P10749		Experiment	29479319	High Fat Diet Attenuates the Anticontractile Activity of Aortic PVAT via a Mechanism Involving AMPK and Reduced Adiponectin Secretion.	Frontiers in physiology	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G2		Fmo1	Fmo1	14261	protein_coding	flavin containing monooxygenase 1	P50285		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G4		Stat2	Stat2	20847	protein_coding	signal transducer and activator of transcription 2	Q9QXJ2		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P3		Chd8	Chd8	67772	protein_coding	chromodomain helicase DNA binding protein 8	Q09XV5		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G1		Xdh	Xdh	22436	protein_coding	xanthine dehydrogenase	Q00519		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G2		Serf1	Serf1	20365	protein_coding	small EDRK-rich factor 1	O88892		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G3		Serp1	Serp1	28146	protein_coding	stress-associated endoplasmic reticulum protein 1	Q9Z1W5		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P3		Grem2	Grem2	23893	protein_coding	"gremlin 2, DAN family BMP antagonist"	O88273		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P2		Egfr	Egfr	13649	protein_coding	epidermal growth factor receptor	Q9WVF5		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G1		Sfrp2	Sfrp2	20319	protein_coding	secreted frizzled-related protein 2	P97299		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G4		Tor3a	Tor3a	30935	protein_coding	"torsin family 3, member A"	Q9ER38		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P2		Heph	Heph	15203	protein_coding	hephaestin	Q9Z0Z4		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P2		Adamts12	Adamts12	239337	protein_coding	"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12"	Q3UXR3		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P3		Adamtsl5	Adamtsl5	66548	protein_coding	ADAMTS-like 5	D3Z689		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G2		Tcf12	Tcf12	21406	protein_coding	transcription factor 12	Q3UZ69		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G4		Stat1	Stat1	20846	protein_coding	signal transducer and activator of transcription 1	A0A087WSP5		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P2		Gnl3	Gnl3	30877	protein_coding	guanine nucleotide binding protein-like 3 (nucleolar)	Q8CI11		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P2		Gm15261							Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P1		Osr2	Osr2	107587	protein_coding	odd-skipped related 2	Q91ZD1		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P3		Bace2	Bace2	56175	protein_coding	beta-site APP-cleaving enzyme 2	A0A0R4J0I8		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P3		Ccbe1	Ccbe1	320924	protein_coding	collagen and calcium binding EGF domains 1	Q3MI99		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G3		Lrp6	Lrp6	16974	protein_coding	low density lipoprotein receptor-related protein 6	A0A0R4J0A9		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P2		Pi4k2a	Pi4k2a	84095	protein_coding	phosphatidylinositol 4-kinase type 2 alpha	Q2TBE6		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G1		Ddah2	Ddah2	51793	protein_coding	dimethylarginine dimethylaminohydrolase 2	Q99LD8		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G4		Rnase10	Rnase10	75019	protein_coding	"ribonuclease, RNase A family, 10 (non-active)"	G3UWD1		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P1		Rps20	Rps20	67427	protein_coding	ribosomal protein S20	P60867		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G4		Tmem158	Tmem158	72309	protein_coding	transmembrane protein 158	B2RTM1		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G4		Akr1c18	Akr1c18	105349	protein_coding	"aldo-keto reductase family 1, member C18"	Q8K023		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P2		Sde2	Sde2	208768	protein_coding	SDE2 telomere maintenance homolog (S. pombe)	Q8K1J5		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G3		Lmo1	Lmo1	109594	protein_coding	LIM domain only 1	A0A140LIB4		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G1		Rcan2	Rcan2	53901	protein_coding	regulator of calcineurin 2	Q8VIP4		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P2		Col5a2	Col5a2	12832	protein_coding	"collagen, type V, alpha 2"	Q3U962		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G3		Tnfsf13b	Tnfsf13b	24099	protein_coding	"tumor necrosis factor (ligand) superfamily, member 13b"	Q8BVA3		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P2		Mdk	Mdk	17242	protein_coding	midkine	P12025		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G3		Ntf3	Ntf3	68051	protein_coding	nuclear transport factor 2	P61971		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P2		Trib1	Trib1	211770	protein_coding	tribbles pseudokinase 1	Q8K4K4		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G2		Lpl	Lpl	16956	protein_coding	lipoprotein lipase	P11152		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G3		Tmeff2	Tmeff2	56363	protein_coding	transmembrane protein with EGF-like and two follistatin-like domains 2	Q9QYM9		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G1		Rap1b	Rap1b	215449	protein_coding	RAS related protein 1b	Q52L50		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G3		Tmem106a	Tmem106a	217203	protein_coding	transmembrane protein 106A	Q8VC04		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G4		Jak1	Jak1	16451	protein_coding	Janus kinase 1	B1ASP2		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Chondrogenic cell	CL_0000058	Sox6	Sox6	20679	protein_coding	SRY (sex determining region Y)-box 6	E9PUW0		Experiment	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G1		Nptn	Nptn	20320	protein_coding	neuroplastin	P97300		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G4		Gng12	Gng12	14701	protein_coding	"guanine nucleotide binding protein (G protein), gamma 12"	Q9DAS9		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G4		Gpx3	Gpx3	14778	protein_coding	glutathione peroxidase 3	P46412		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P3		Tnfsf13b	Tnfsf13b	24099	protein_coding	"tumor necrosis factor (ligand) superfamily, member 13b"	Q8BVA3		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.P3		Rce1	Rce1	19671	protein_coding	Ras converting CAAX endopeptidase 1	P57791		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G2		Rassf2	Rassf2	215653	protein_coding	Ras association (RalGDS/AF-6) domain family member 2	Q8BMS9		Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
Mouse	Adipose tissue	Adipose tissue	UBERON_0001013	Normal	Normal cell	Schwalie et al.Nature.G2		Penk	Penk	110182	protein_coding	"preproenkephalin, related sequence"			Single-cell sequencing	29925944	A stromal cell population that inhibits adipogenesis in mammalian fat depots.	Nature	2018
